Node,Nodes,Edges,Density,Avg_Clustering,Avg_Path_Length,Transitivity,NMI_Improvement_%
0,333,2519,0.045569666051593766,0.5082445417696639,3.7527424225050643,0.4258693841944566,3.36
107,1034,26749,0.05008603886072939,0.5264047980773336,2.951675932150073,0.5045088189930924,0.12
348,224,3192,0.12780269058295965,0.5442814709697876,2.523462524023062,0.4902791105177521,31.63
414,150,1693,0.15149888143176735,0.6702920238342573,2.691579334436477,0.6457982767359352,-11.03
686,168,1656,0.11804961505560307,0.5337913395248176,2.4250784145993727,0.45355939944054346,0.86
