u,v,Dij
21,36,0.043478260869565216
21,38,0.04826159755737221
21,39,0.04778881249469485
21,41,0.039651837524177946
21,42,0.051037527593818986
21,51,0.049601615980249134
21,56,0.05392223275978865
21,59,0.04908494657780599
21,61,0.04996066089693155
21,64,0.041407867494824016
21,65,0.04198365736827275
21,68,0.045837615621788286
21,69,0.04382941002659312
21,70,0.047747477774448106
21,76,0.04658651781880636
21,81,0.04439876670092498
21,92,0.05258583224684919
21,102,0.0545996477442081
21,108,0.04698412698412698
21,109,0.05172413793103448
21,111,0.048132867872633024
21,120,0.05608996070993091
21,125,0.05121257282211082
21,133,0.04517084523431715
21,138,0.04857073643410853
21,146,0.05011328801812608
21,147,0.049857742853271915
21,148,0.0484617164006477
21,162,0.05243191979406584
21,163,0.04838709677419355
21,170,0.050397877984084884
21,175,0.05262368815592204
21,181,0.05442278860569715
21,206,0.046869141357330335
21,209,0.05116279069767442
21,220,0.05234159779614325
21,222,0.051101928374655645
21,225,0.05388748419721871
21,226,0.053934571175950484
21,229,0.049688541213964946
21,255,0.05518018018018018
21,289,0.05408193339227822
21,292,0.05363984674329502
21,302,0.04984672797547648
21,304,0.05042016806722689
21,318,0.05266106442577031
21,324,0.048243969503812024
21,335,0.053312008529921365
21,337,0.047862575399947545
21,354,0.05184592829534853
21,359,0.04824736771957883
21,369,0.04789915966386555
21,379,0.05055772852383022
21,398,0.048071625344352616
21,402,0.05831226295828066
21,410,0.04803921568627451
21,444,0.057055682684973304
21,449,0.047847527655604426
21,478,0.053732303732303734
21,483,0.053563111318118306
21,486,0.05412293853073463
21,501,0.052088452088452086
21,515,0.05641592920353982
21,527,0.05331015500507026
21,531,0.05151706700379267
21,533,0.052023988005997
21,538,0.05083996463306808
21,552,0.0513590391908976
21,569,0.04679125018108069
21,571,0.05308880308880309
21,581,0.05496040987424313
21,592,0.05457271364317841
21,595,0.05200637404027234
21,617,0.05069260241674035
21,627,0.05263157894736842
21,645,0.05461479786422578
21,668,0.05232106815711846
21,671,0.053729456384323644
21,692,0.05156369183829138
21,711,0.052023988005997
21,714,0.05082458770614692
21,743,0.0518018018018018
21,753,0.05404503753127606
21,782,0.05230720606826802
21,815,0.051597051597051594
21,837,0.05244530244530245
21,840,0.05246523388116309
21,897,0.05467762326169406
21,901,0.049620733249051835
21,957,0.05170004657661854
21,978,0.0570480404551201
21,979,0.05045045045045045
21,984,0.05389317889317889
22,26,0.060119940029985004
22,28,0.05871980250396756
22,31,0.059575345289631
22,43,0.03785835580861053
22,45,0.051138294257560314
22,51,0.06396039603960396
22,52,0.05678346810422282
22,55,0.04864864864864865
22,60,0.05788149164950812
22,67,0.06493506493506493
22,75,0.048674489352455455
22,77,0.05029890744176459
22,78,0.056043956043956046
22,80,0.053009883198562445
22,84,0.05238095238095238
22,94,0.06330625895843286
22,95,0.05709876543209876
22,102,0.06495589414595028
22,110,0.055658627087198514
22,111,0.05311355311355311
22,112,0.05380333951762523
22,125,0.05767790262172284
22,135,0.061156235069278544
22,139,0.05703599812996728
22,160,0.04808080808080808
22,162,0.07215980024968789
22,167,0.06894664842681258
22,179,0.0484436198721913
22,187,0.06597819850831899
22,211,0.055593685655456415
22,216,0.056687565308254965
22,289,0.06246498599439776
22,333,0.05658263305322129
22,352,0.05118601747815231
22,392,0.05823293172690763
22,397,0.05347985347985348
22,433,0.056962025316455694
22,438,0.05818395533352924
22,458,0.05510388437217705
22,469,0.06229797237731413
22,498,0.05569620253164557
22,533,0.0654320987654321
22,534,0.05909351692484223
22,535,0.05981012658227848
22,537,0.05648148148148148
22,542,0.06101914962674456
22,551,0.05759623861298854
22,650,0.056943056943056944
22,689,0.05925925925925926
22,711,0.06511761331038439
22,743,0.06424050632911392
22,749,0.058941058941058944
22,760,0.06234567901234568
22,821,0.059940059940059943
22,822,0.05709876543209876
22,845,0.05709876543209876
22,893,0.06493506493506493
22,896,0.06493506493506493
22,899,0.055501460564751706
22,961,0.058018018018018015
22,995,0.0636030636030636
22,996,0.06044303797468355
22,998,0.05775803144224197
23,27,0.07974683544303797
23,30,0.07482124616956078
23,38,0.05768194070080863
23,39,0.058581235697940506
23,46,0.04869186046511628
23,50,0.0618694079573577
23,60,0.06792058516196448
23,61,0.06655192197360872
23,78,0.06074561403508772
23,82,0.05453667953667954
23,84,0.062038073908174694
23,93,0.07310126582278481
23,99,0.0602655771195097
23,100,0.05188118811881188
23,103,0.06495726495726496
23,105,0.05714285714285714
23,106,0.06210670314637483
23,110,0.06367041198501873
23,121,0.06332992849846783
23,152,0.06201550387596899
23,162,0.0669753086419753
23,169,0.06155950752393981
23,173,0.06177076183939602
23,187,0.07034431691965938
23,208,0.08065618591934381
23,220,0.06903622693096377
23,223,0.0721120984278879
23,224,0.05225718194254446
23,227,0.06561859193438141
23,246,0.07347915242652085
23,253,0.07552758237689744
23,265,0.06635802469135803
23,315,0.0670886075949367
23,331,0.05800588078053996
23,371,0.07263157894736842
23,394,0.06726606726606726
23,406,0.06329113924050633
23,425,0.06458941901979877
23,477,0.07077625570776255
23,490,0.07171171171171171
23,494,0.07330618289522399
23,519,0.06925418569254185
23,527,0.07473684210526316
23,543,0.06960385042576823
23,548,0.07263157894736842
23,562,0.06522522522522523
23,576,0.06885758998435054
23,613,0.06621004566210045
23,629,0.06960385042576823
23,771,0.07034431691965938
23,929,0.07077625570776255
23,938,0.06964006259780908
23,943,0.07629107981220658
23,956,0.07629107981220658
23,983,0.07838660578386605
24,30,0.07246376811594203
24,36,0.050239234449760764
24,39,0.04851258581235698
24,46,0.04927007299270073
24,49,0.043745727956254275
24,50,0.0585434667607124
24,52,0.06101010101010101
24,54,0.05695644507141598
24,56,0.0702247191011236
24,58,0.05895691609977324
24,59,0.06072720350276033
24,74,0.04970801880074063
24,78,0.06445350417394681
24,86,0.06446886446886448
24,98,0.057345360824742266
24,103,0.06529209621993128
24,105,0.05831285831285831
24,117,0.05743740795287187
24,128,0.0503030303030303
24,136,0.05518394648829431
24,143,0.06246498599439776
24,147,0.06183310533515732
24,167,0.06604938271604938
24,196,0.049689440993788817
24,199,0.05568039950062422
24,200,0.06330532212885154
24,203,0.057811753463927376
24,209,0.06163401815575729
24,221,0.0612859097127223
24,240,0.06050420168067227
24,289,0.0689551339957844
24,315,0.05995410212277682
24,324,0.05388151174668029
24,392,0.06487341772151899
24,397,0.05574229691876751
24,424,0.05886075949367089
24,437,0.06683878370625358
24,445,0.06406112253893623
24,469,0.06574074074074074
24,483,0.06774774774774775
24,559,0.06224899598393574
24,575,0.07052631578947369
24,620,0.06993670886075949
24,649,0.07725607725607726
24,678,0.06426906426906427
24,685,0.07858807858807859
24,714,0.0629746835443038
24,721,0.06234177215189873
24,729,0.06315789473684211
24,769,0.06426484907497566
24,772,0.06801093643198906
24,814,0.0656010656010656
24,838,0.06350877192982456
24,841,0.06456140350877193
24,898,0.06766917293233082
24,903,0.06134371957156767
24,911,0.06751054852320675
24,923,0.06903622693096377
24,939,0.06701754385964913
24,960,0.06596491228070175
25,28,0.07912087912087912
25,33,0.053548002385211686
25,40,0.07132337471070903
25,47,0.04400715563506261
25,51,0.06834733893557422
25,62,0.0841046277665996
25,70,0.06181410974244121
25,82,0.054747474747474746
25,91,0.07382091592617908
25,98,0.06942053930005737
25,100,0.061366181410974247
25,117,0.060144346431435444
25,123,0.06736842105263158
25,145,0.0845771144278607
25,149,0.0697980684811238
25,156,0.07885763000852515
25,157,0.08251748251748252
25,183,0.06388888888888888
25,201,0.07192982456140351
25,209,0.06736842105263158
25,221,0.07039337474120083
25,223,0.07055630936227951
25,233,0.06865401987353206
25,246,0.07925407925407925
25,258,0.07737874861162532
25,272,0.08604038630377524
25,275,0.08205128205128205
25,284,0.08397337429595494
25,301,0.06414414414414414
25,400,0.062111801242236024
25,432,0.06558118498417007
25,435,0.07390873015873016
25,451,0.07270865335381464
25,559,0.07412008281573498
25,623,0.07244843997884717
25,641,0.07834101382488479
25,654,0.07319347319347319
25,680,0.07868852459016394
25,682,0.08283730158730158
25,700,0.073224043715847
25,761,0.08143839238498149
25,834,0.07390873015873016
25,839,0.07322068612391193
25,943,0.08038075092543628
25,947,0.07886904761904762
26,30,0.08409436834094368
26,37,0.06856187290969899
26,38,0.06543125142987874
26,50,0.07166042446941323
26,57,0.07645875251509054
26,71,0.06716604244694133
26,82,0.05949312714776632
26,105,0.054075235109717866
26,119,0.07111501316944688
26,132,0.05730238025271819
26,135,0.0675990675990676
26,156,0.07401129943502825
26,220,0.07373271889400922
26,225,0.08649912331969609
26,260,0.05754527162977867
26,261,0.07355242566510173
26,279,0.06804214223002635
26,283,0.08123904149620105
26,284,0.08106473079249849
26,295,0.07595628415300547
26,298,0.05442428730099963
26,350,0.07130333138515488
26,421,0.06448412698412699
26,442,0.06954887218045112
26,471,0.07481005260081823
26,488,0.07441016333938294
26,514,0.07373271889400922
26,561,0.07627118644067797
26,568,0.06604324956165984
26,575,0.08333333333333333
26,580,0.07422559906487435
26,646,0.08333333333333333
26,696,0.07743496672716274
26,721,0.07570621468926554
26,740,0.07987012987012987
26,751,0.0629800307219662
26,832,0.08376623376623377
26,878,0.07744107744107744
26,956,0.08417508417508418
27,29,0.14795008912655971
27,54,0.07932310946589106
27,79,0.09023569023569024
27,89,0.09306122448979592
27,208,0.13118279569892474
27,234,0.0730804810360777
27,249,0.14204545454545456
27,307,0.10984848484848485
27,390,0.125
27,875,0.12873563218390804
27,943,0.14285714285714285
27,973,0.12807881773399016
28,29,0.10779220779220779
28,30,0.1072463768115942
28,35,0.09289617486338798
28,36,0.06013048845000882
28,54,0.06759259259259259
28,72,0.06758742286218043
28,74,0.061156235069278544
28,76,0.06869446343130553
28,96,0.058333333333333334
28,127,0.09335839598997493
28,145,0.09713487071977638
28,148,0.06873706004140787
28,150,0.07204968944099378
28,175,0.09427609427609428
28,194,0.07139079851930195
28,205,0.074034902168165
28,218,0.09502262443438914
28,250,0.10857142857142857
28,284,0.08862745098039215
28,343,0.08506493506493507
28,587,0.09805194805194806
28,601,0.09480519480519481
28,626,0.09254901960784313
28,663,0.07878787878787878
28,678,0.09568627450980392
28,721,0.0936408106219427
28,740,0.1003921568627451
28,773,0.09877551020408164
28,787,0.10204081632653061
28,808,0.10204081632653061
28,949,0.08627450980392157
28,972,0.09061224489795919
28,995,0.10040816326530612
29,36,0.06142728093947606
29,137,0.10570824524312897
29,204,0.11764705882352941
29,298,0.07928118393234672
29,328,0.10984848484848485
29,352,0.0960960960960961
29,440,0.15079365079365079
29,518,0.09915966386554621
29,596,0.12561576354679804
30,35,0.11756168359941944
30,42,0.06426484907497566
30,50,0.07042253521126761
30,51,0.09519230769230769
30,58,0.08990384615384615
30,63,0.14061054579093432
30,79,0.07539682539682539
30,80,0.07506584723441616
30,106,0.08754208754208755
30,107,0.0654490106544901
30,129,0.0847457627118644
30,147,0.09502262443438914
30,159,0.12525252525252525
30,177,0.0899854862119013
30,202,0.08051948051948052
30,260,0.06988120195667366
30,275,0.11846689895470383
30,287,0.10569105691056911
30,338,0.1331923890063425
30,370,0.10609756097560975
30,685,0.13658536585365855
30,949,0.10853658536585366
31,37,0.0824074074074074
31,54,0.06887366818873668
31,55,0.07192807192807193
31,63,0.11285846438482887
31,66,0.06630211893369788
31,71,0.06947368421052631
31,81,0.06354642313546423
31,87,0.06829488919041157
31,88,0.07161125319693094
31,176,0.09125188536953242
31,232,0.08311688311688312
31,288,0.09647058823529411
31,291,0.09014675052410902
31,300,0.09803921568627451
31,301,0.08896103896103896
31,332,0.09840425531914894
31,346,0.07315233785822021
31,413,0.09797979797979799
31,494,0.10077519379844961
31,523,0.09725158562367865
31,591,0.10782241014799154
31,694,0.09565217391304348
31,718,0.10220673635307782
31,930,0.10963455149501661
31,994,0.11738648947951273
32,34,0.048674489352455455
32,38,0.05678010932816082
32,40,0.059932785660941
32,47,0.04041394335511982
32,52,0.05375139977603583
32,53,0.0526195378631892
32,60,0.06190476190476191
32,98,0.05067920585161965
32,118,0.05348101265822785
32,121,0.05642080517190714
32,133,0.05025773195876289
32,134,0.053763440860215055
32,141,0.03986562150055991
32,146,0.051582278481012656
32,169,0.051061388410786
32,206,0.05182072829131653
32,207,0.04786324786324787
32,212,0.06296296296296296
32,217,0.060641627543035995
32,219,0.05760905760905761
32,253,0.06651017214397496
32,292,0.05985915492957746
32,293,0.05600722673893405
32,298,0.052507836990595615
32,305,0.055077452667814115
32,306,0.052289815447710185
32,312,0.06925418569254185
32,320,0.06018018018018018
32,327,0.06963470319634703
32,336,0.06219918548685672
32,413,0.0563165905631659
32,423,0.056338028169014086
32,489,0.061381074168797956
32,518,0.051929824561403506
32,558,0.05674044265593561
32,559,0.058738738738738736
32,646,0.07002012072434607
32,649,0.060528559249786874
32,673,0.0539906103286385
32,692,0.05755693581780538
32,709,0.05750658472344162
32,746,0.058385093167701865
32,759,0.059154929577464786
32,790,0.058823529411764705
32,850,0.055130784708249496
32,877,0.05472837022132797
32,878,0.06790890269151138
32,924,0.05879917184265011
32,948,0.05755693581780538
32,971,0.06351236146632566
32,991,0.06453028972783142
32,999,0.059676044330775786
33,35,0.057871692366266894
33,39,0.0460105487599596
33,46,0.040176600441501106
33,62,0.04488831615120275
33,64,0.03789260385005066
33,74,0.04146161417322835
33,81,0.03669467787114846
33,83,0.040751614797416326
33,85,0.04366576819407008
33,90,0.050673854447439354
33,114,0.05083986562150056
33,117,0.04029709228824273
33,122,0.04651924651924652
33,123,0.049267399267399266
33,143,0.05425742574257426
33,144,0.041023166023166024
33,145,0.054982817869415807
33,158,0.05350877192982456
33,164,0.041666666666666664
33,170,0.049474335188620905
33,178,0.0463768115942029
33,179,0.04400271831464492
33,195,0.04355492858402398
33,202,0.04542124542124542
33,210,0.04062244062244062
33,219,0.04888888888888889
33,246,0.050560512468542665
33,253,0.06030701754385965
33,296,0.04808080808080808
33,299,0.045622209279751504
33,302,0.04606060606060606
33,307,0.04725085910652921
33,313,0.0456140350877193
33,319,0.04908424908424908
33,328,0.044320758606472895
33,333,0.04832474226804124
33,364,0.04779686333084392
33,368,0.04941660947151681
33,380,0.04837625979843225
33,388,0.04896907216494845
33,395,0.049720044792833144
33,407,0.04667124227865477
33,431,0.049555867227676485
33,442,0.053305879661404716
33,472,0.05021929824561404
33,485,0.04402920962199313
33,492,0.05493133583021224
33,494,0.04815334268349696
33,507,0.053235653235653234
33,545,0.05002337540906966
33,560,0.05493133583021224
33,569,0.04252577319587629
33,590,0.04417952314165498
33,604,0.0464424616792496
33,639,0.05255613951266125
33,656,0.04957264957264957
33,662,0.04941660947151681
33,668,0.046886446886446886
33,678,0.04730052556139513
33,715,0.04968789013732834
33,716,0.044444444444444446
33,744,0.05255613951266125
33,750,0.04932844932844933
33,754,0.04542124542124542
33,820,0.0442002442002442
33,828,0.05543071161048689
33,855,0.04806687565308255
33,858,0.04744069912609238
33,865,0.049555867227676485
33,889,0.04897276636407071
33,900,0.04519350811485643
33,915,0.04945054945054945
33,942,0.046583850931677016
33,979,0.045965270684371805
33,999,0.05112279025322503
34,37,0.053732303732303734
34,38,0.05051480051480051
34,39,0.047818661698494025
34,41,0.03913080383668619
34,42,0.051874062968515745
34,45,0.055860805860805864
34,47,0.036659674358205975
34,53,0.051329622758194186
34,99,0.05554311310190369
34,104,0.04564240790655885
34,121,0.05040611562350693
34,135,0.05426356589147287
34,153,0.05118601747815231
34,163,0.051839464882943144
34,164,0.044673539518900345
34,188,0.04908835904628331
34,200,0.058276333789329685
34,201,0.04963427377220481
34,213,0.052125100240577385
34,214,0.05041797283176593
34,226,0.06134453781512605
34,266,0.04963427377220481
34,268,0.05132317562149158
34,270,0.05041797283176593
34,278,0.04876649454962708
34,291,0.051462904911180773
34,296,0.054901960784313725
34,312,0.05842259006815969
34,332,0.05432098765432099
34,337,0.04624431970061481
34,342,0.04969135802469136
34,364,0.04838709677419355
34,368,0.056910569105691054
34,381,0.059720869847452125
34,407,0.05480277024992472
34,415,0.058941058941058944
34,419,0.058596491228070174
34,431,0.05322947095098994
34,456,0.054945054945054944
34,465,0.05123456790123457
34,470,0.05709876543209876
34,480,0.04876543209876543
34,486,0.06044303797468355
34,593,0.05477477477477478
34,599,0.05333333333333334
34,644,0.05387861084063616
34,661,0.04651898734177215
34,719,0.054612054612054615
34,736,0.06018018018018018
34,761,0.05477477477477478
34,790,0.05368382080710848
34,807,0.05754385964912281
34,845,0.053554040895813046
34,850,0.05194805194805195
34,875,0.06101914962674456
34,895,0.05263157894736842
34,905,0.052982456140350874
34,921,0.05117117117117117
34,937,0.050239234449760764
34,982,0.06527682843472317
35,74,0.06626706626706627
35,84,0.07957393483709273
35,109,0.12682926829268293
35,129,0.0861952861952862
35,194,0.08695652173913043
35,195,0.08163265306122448
35,200,0.11074197120708748
35,203,0.08078231292517007
35,383,0.13968253968253969
35,425,0.09634146341463415
35,452,0.13663663663663664
35,578,0.11201079622132254
35,583,0.13968253968253969
35,716,0.12380952380952381
35,754,0.11229946524064172
35,840,0.15966386554621848
35,901,0.14453781512605043
36,40,0.04881244881244881
36,41,0.038776577204600905
36,53,0.052417006406523005
36,69,0.04756637168141593
36,81,0.042407906558849955
36,89,0.04591265397536394
36,94,0.05733397037744864
36,97,0.050940438871473356
36,99,0.05021929824561404
36,101,0.04061314791403287
36,107,0.04043493034318722
36,112,0.040962919821393905
36,117,0.049062049062049064
36,121,0.053305879661404716
36,131,0.04542124542124542
36,133,0.04582210242587601
36,147,0.043571237636995455
36,150,0.04583333333333333
36,151,0.04622063329928498
36,152,0.04484099748341341
36,155,0.05143638850889193
36,191,0.05649122807017544
36,206,0.04323936932632585
36,210,0.04673267326732673
36,217,0.05348101265822785
36,242,0.053069420539300055
36,249,0.05443037974683544
36,299,0.04731355252606255
36,301,0.04968789013732834
36,303,0.04259259259259259
36,310,0.06151742993848257
36,332,0.0502497796062298
36,338,0.05673274094326726
36,358,0.052604698672114404
36,376,0.043623043623043624
36,382,0.05827505827505827
36,444,0.052614052614052616
36,459,0.05
36,526,0.05189873417721519
36,529,0.05126582278481013
36,534,0.05063291139240506
36,542,0.05263157894736842
36,569,0.042901234567901236
36,600,0.050617283950617285
36,602,0.046486486486486484
36,616,0.04936936936936937
36,662,0.05647517039922103
36,675,0.04928404928404929
36,730,0.05284810126582278
36,747,0.04491228070175438
36,760,0.047017543859649125
36,765,0.05485232067510549
36,807,0.05157894736842105
36,813,0.05228070175438596
36,845,0.04803635183382019
36,852,0.050957481337228175
36,871,0.059466848940533154
36,916,0.05092276144907724
36,924,0.04750512645249488
37,39,0.055040197897340756
37,41,0.041938997821350764
37,44,0.05220883534136546
37,47,0.045994250718660167
37,48,0.07405063291139241
37,49,0.04951370468611848
37,77,0.0655631288542681
37,90,0.07404664938911515
37,96,0.04932844932844933
37,102,0.0814151747655584
37,104,0.05078855920876771
37,108,0.06807017543859649
37,132,0.04957983193277311
37,142,0.07077625570776255
37,152,0.06288448393711552
37,165,0.05388151174668029
37,196,0.06523855890944498
37,202,0.06702702702702702
37,257,0.06885758998435054
37,263,0.06308610400682012
37,290,0.07010402532790593
37,309,0.07814207650273224
37,359,0.06455399061032864
37,413,0.07704918032786885
37,442,0.07978142076502732
37,447,0.07667900581702802
37,468,0.07168458781362007
37,480,0.06845238095238096
37,527,0.08557692307692308
37,621,0.06696428571428571
37,622,0.07966101694915254
37,653,0.06826923076923076
37,663,0.07117255504352278
37,671,0.08506493506493507
37,756,0.07831677381648158
37,772,0.08123904149620105
37,826,0.07514124293785311
37,856,0.0777323202805377
37,867,0.08106473079249849
37,894,0.0771478667445938
37,918,0.08892921960072596
37,956,0.08045977011494253
38,51,0.06265822784810127
38,56,0.08447488584474885
38,68,0.058177278401997504
38,81,0.04377564979480164
38,88,0.059609730018711574
38,92,0.08367254635911352
38,93,0.07412587412587412
38,108,0.05673274094326726
38,142,0.06666666666666667
38,152,0.05664568678267309
38,163,0.05359937402190924
38,178,0.05617283950617284
38,187,0.06440677966101695
38,251,0.074034902168165
38,256,0.07226107226107226
38,277,0.0671602326811211
38,303,0.07365967365967366
38,331,0.05745814307458143
38,334,0.07132867132867132
38,342,0.06557377049180328
38,382,0.07320024198427103
38,437,0.06299603174603174
38,442,0.07213114754098361
38,495,0.075
38,527,0.06721311475409836
38,557,0.07393483709273183
38,559,0.05913461538461538
38,584,0.0807909604519774
38,589,0.06557377049180328
38,609,0.06451612903225806
38,696,0.058445353594389245
38,703,0.07518796992481203
38,764,0.07402597402597402
38,839,0.06779661016949153
38,867,0.08123904149620105
38,911,0.07205513784461152
38,926,0.07539450613676213
38,952,0.07017543859649122
38,974,0.06312098188194039
38,985,0.06662770309760374
38,994,0.07622504537205081
39,41,0.036980749746707196
39,44,0.051590483827853514
39,52,0.05378151260504202
39,66,0.04555761698618842
39,89,0.052531645569620256
39,104,0.04323936932632585
39,126,0.06142410015649452
39,129,0.05185185185185185
39,155,0.05285592497868713
39,168,0.050203527815468114
39,182,0.04736842105263158
39,184,0.06317907444668008
39,200,0.04697102721685689
39,203,0.04895104895104895
39,215,0.05625
39,218,0.05683563748079877
39,223,0.05336951605608322
39,242,0.05921325051759834
39,264,0.05454545454545454
39,278,0.0463768115942029
39,280,0.05191146881287726
39,282,0.0506558118498417
39,319,0.05446853516657853
39,332,0.053555750658472345
39,340,0.047086247086247084
39,348,0.06502816180235535
39,357,0.051587301587301584
39,399,0.04560954816709292
39,401,0.056265984654731455
39,432,0.051360842844600525
39,440,0.05499735589635114
39,464,0.05028248587570622
39,476,0.05446853516657853
39,478,0.05028248587570622
39,542,0.05737704918032787
39,551,0.04839439167797377
39,554,0.04428904428904429
39,568,0.04855769230769231
39,589,0.05
39,616,0.05446853516657853
39,705,0.04755244755244755
39,766,0.04249871991807476
39,802,0.053551912568306013
39,908,0.05658381808566896
40,42,0.061142217245240764
40,43,0.04851612903225806
40,57,0.0863157894736842
40,61,0.07724505327245053
40,75,0.053650326109825376
40,95,0.08482142857142858
40,96,0.052604698672114404
40,103,0.0723790976955534
40,126,0.0741745816372682
40,133,0.06167527251864601
40,144,0.052614052614052616
40,151,0.06790890269151138
40,156,0.0701484895033282
40,160,0.05664556962025316
40,172,0.07052631578947369
40,190,0.08382936507936507
40,206,0.060764587525150904
40,212,0.0639386189258312
40,228,0.06140350877192982
40,244,0.0710085933966531
40,353,0.06180733162830349
40,365,0.07486338797814207
40,372,0.07832080200501253
40,384,0.07117255504352278
40,393,0.07650273224043716
40,435,0.07570621468926554
40,451,0.07481005260081823
40,465,0.06912442396313365
40,502,0.08633879781420765
40,533,0.08408249603384453
40,616,0.07656341320864991
40,632,0.07796610169491526
40,648,0.07834101382488479
40,651,0.08408953418027829
40,692,0.07377049180327869
40,703,0.08766233766233766
40,795,0.07706766917293233
40,818,0.07456140350877193
40,833,0.07683000604960677
40,841,0.08357685563997662
40,844,0.08299240210403273
41,43,0.0374251497005988
41,44,0.03530113297555158
41,48,0.0392156862745098
41,53,0.03435615001311303
41,55,0.039568345323741004
41,75,0.03247687564234327
41,82,0.034018499486125384
41,87,0.03816793893129771
41,93,0.047619047619047616
41,97,0.04302848575712144
41,99,0.04132231404958678
41,108,0.03807072212437339
41,115,0.039025779803446806
41,124,0.040274599542334096
41,125,0.03973616473616474
41,134,0.03415873015873016
41,139,0.036613272311212815
41,157,0.044612943043554926
41,158,0.040844582900657664
41,165,0.031746031746031744
41,174,0.03496774193548387
41,178,0.03799525059367579
41,185,0.041868223519599665
41,188,0.03404067197170645
41,197,0.03698685814930226
41,209,0.03669319186560566
41,219,0.039253539253539256
41,239,0.03361344537815126
41,250,0.04245193222920236
41,251,0.036813186813186814
41,256,0.03755624783662167
41,260,0.03389330975537872
41,262,0.03998261625380269
41,263,0.03490990990990991
41,271,0.03648501785437044
41,290,0.034614053305642094
41,301,0.03783371472158657
41,303,0.03958545701664968
41,341,0.04132973944294699
41,383,0.03603960396039604
41,395,0.04115004492362983
41,398,0.03252710592160134
41,414,0.03808852054311409
41,422,0.03611859838274933
41,437,0.04196398233095481
41,452,0.035164835164835165
41,454,0.037030506083583145
41,463,0.03450134770889488
41,471,0.03534798534798535
41,486,0.03640776699029126
41,489,0.040167523320007614
41,495,0.037030506083583145
41,510,0.03491411501120239
41,528,0.03528752800597461
41,544,0.04230769230769231
41,551,0.035652474904811354
41,555,0.03678117998506348
41,563,0.03616980772891681
41,565,0.03407576622882163
41,569,0.03584777437988447
41,595,0.03897019925938988
41,601,0.03863432165318958
41,620,0.034556396816152204
41,633,0.03717948717948718
41,679,0.0351388079984469
41,695,0.0348607367475292
41,722,0.03902165795369679
41,727,0.03898989898989899
41,747,0.0347505338769171
41,760,0.03959642109270893
41,805,0.03782178217821782
41,813,0.037425742574257424
41,829,0.03902531886541024
41,851,0.03342046303211352
41,857,0.034653465346534656
41,887,0.0341681226946224
41,898,0.03900990099009901
41,921,0.03564356435643564
41,929,0.0370801786060959
41,939,0.0392156862745098
41,958,0.03494949494949495
41,967,0.034556396816152204
41,986,0.035247524752475244
41,995,0.03762376237623762
41,996,0.036303630363036306
42,44,0.06661991584852735
42,46,0.04945129386262024
42,49,0.0506464081034253
42,64,0.048514538558786346
42,69,0.058333333333333334
42,70,0.05679824561403509
42,75,0.0503030303030303
42,104,0.053989488772097464
42,126,0.06317907444668008
42,132,0.05694586312563841
42,165,0.04945054945054945
42,177,0.061828952239911146
42,189,0.08738277919863598
42,197,0.055501460564751706
42,204,0.06351236146632566
42,212,0.06202435312024353
42,239,0.05258033106134372
42,262,0.06736842105263158
42,266,0.0578386605783866
42,323,0.0578386605783866
42,341,0.07490079365079365
42,348,0.07667900581702802
42,369,0.06582952815829528
42,387,0.06963645673323093
42,391,0.06504494976203067
42,392,0.061072261072261075
42,422,0.06409130816505706
42,426,0.06340326340326341
42,501,0.0671602326811211
42,503,0.06521739130434782
42,506,0.06041986687147977
42,547,0.05961538461538462
42,651,0.06768905341089371
42,680,0.06120218579234973
42,689,0.0597567424643046
42,694,0.05704365079365079
42,730,0.06646825396825397
42,797,0.060515873015873016
42,818,0.061343204653622425
42,824,0.060285563194077206
42,852,0.07043650793650794
42,881,0.07540983606557378
42,920,0.06768905341089371
42,991,0.0655367231638418
43,46,0.039735099337748346
43,55,0.039746031746031744
43,56,0.06067961165048544
43,60,0.044322344322344324
43,63,0.05369415807560137
43,78,0.040366402732494956
43,79,0.04005791505791506
43,80,0.044061302681992334
43,115,0.04120879120879121
43,118,0.04321340186560061
43,124,0.0477822196839901
43,126,0.04165790027351147
43,128,0.04347151063499457
43,129,0.04709228824273072
43,137,0.04549462175983072
43,144,0.0371976647206005
43,145,0.04667124227865477
43,146,0.04099009900990099
43,147,0.04396039603960396
43,158,0.04671052631578947
43,176,0.04733852303808121
43,182,0.04169046259280411
43,193,0.04267161410018553
43,206,0.04084249084249084
43,212,0.0401863715783343
43,214,0.04238237490664675
43,237,0.04130972777460499
43,251,0.0455820476858345
43,299,0.04238237490664675
43,342,0.04473684210526316
43,347,0.047256438969764836
43,357,0.043697094486387554
43,369,0.04013157894736842
43,380,0.043673012318029114
43,381,0.047218326320710616
43,404,0.04013157894736842
43,427,0.05518394648829431
43,435,0.048730267673301304
43,436,0.04438343628460307
43,446,0.04085801838610827
43,452,0.04417952314165498
43,463,0.039912280701754385
43,513,0.04621368107984443
43,520,0.050615901455767075
43,572,0.044433827042522696
43,573,0.041567128523650264
43,584,0.050645007166746296
43,620,0.0455820476858345
43,631,0.04278197208876687
43,644,0.040199750312109865
43,660,0.04728317659352142
43,685,0.04737484737484737
43,707,0.03964165733482643
43,713,0.04395604395604396
43,726,0.04049416609471517
43,728,0.04207573632538569
43,748,0.03950444132772323
43,750,0.04228380315336837
43,756,0.046153846153846156
43,757,0.040265385495309995
43,770,0.04294631710362047
43,783,0.04544319600499376
